perl-proc-processtable 0.59-2
perl-readonly 2.05-4
perl-rename 1.9-5
perl-set-intspan 1.19-8
perl-test-requires 0.11-2
perl-text-unidecode 1.30-3
perl-timedate 2.33-2
perl-try-tiny 0.30-5
perl-types-serialiser 1.0-6
perl-uri 5.05-1
perl-www-robotrules 6.02-8
perl-xml-libxml 2.0206-1
perl-xml-libxslt 1.99-2
perl-xml-namespacesupport 1.12-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
php 7.4.13-1
php-apache 7.4.13-1
php-cgi 7.4.13-1
php-gd 7.4.13-1
php-intl 7.4.13-1
pinentry 1.1.0-5
pixman 0.40.0-1
pkcs11-helper 1.27.0-1
pkgconf 1.7.3-1
polkit 0.118-1
polkit-gnome 0.105-5
polkit-qt5 0.113.0-2
poppler 20.10.0-1
poppler-glib 20.10.0-1
poppler-qt5 20.10.0-1
popt 1.18-1
portaudio 1:19.6.0-7
portsmf 234-2
potrace 1.16-2
procps-ng 3.3.16-2
psmisc 23.3-2
pulseaudio 14.0-1
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 14.0-1
purpose 5.76.0-1
python 3.8.6-1
python-appdirs 1.4.4-1
python-asn1crypto 1.4.0-1
python-cachecontrol 0.12.6-1
python-cairo 1.20.0-1
python-cffi 1.14.3-1
python-chardet 3.0.4-5
python-colorama 0.4.4-1
python-contextlib2 0.6.0.post1-1
python-cryptography 3.2.1-1
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-distlib 0.3.1-1
python-distro 1.5.0-1
python-docopt 0.6.2-7
python-gobject 3.38.0-1
python-html5lib 1.1-4
python-idna 2.10-1
python-keyutils 0.6-4
python-msgpack 1.0.0-1
python-ordered-set 4.0.2-1
python-packaging 20.4-1
python-pep517 0.9.1-1
python-pip 20.2-1
python-ply 3.11-5
python-progress 1.5-3
python-pycparser 2.20-1
python-pycups 2.0.1-1
python-pycurl 7.43.0.6-1
python-pyopenssl 19.1.0-2
python-pyparsing 2.4.7-1
python-pyqt5 5.15.2-1
python-pyqt5-sip 12.8.1-1
python-requests 2.24.0-1
python-resolvelib 0.5.1-1
python-retrying 1.3.3-7
python-setuptools 1:50.3.2-1
python-six 1.15.0-1
python-toml 0.10.2-1
python-urllib3 1.25.10-2
python-webencodings 0.5.1-4
python-wxpython 4.0.7.2-3
python-yaml 5.3.1-2
python2 2.7.18-2
python2-appdirs 1.4.4-1
python2-dbus 1.2.16-1
python2-gobject 3.36.1-2
python2-gobject2 2.28.7-6
python2-ordered-set 3.1.1-3
python2-packaging 20.4-1
python2-pygments 2.5.2-2
python2-pyparsing 2.4.7-1
python2-setuptools 2:44.1.1-1
python2-six 1.15.0-1
python2-wxpython3 3.0.2.0-3
qca 2.3.1-4
qmltermwidget 0.2.0-1
qpdf 10.0.4-1
qt5-base 5.15.2-1
qt5-declarative 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-1
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-script 5.15.2-1
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2-1
qt5-tools 5.15.2-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.2-1
qt5-webkit 5.212.0alpha4-8
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
quazip 1.1-1
r 4.0.3-1
raptor 2.0.15-14
rasqal 1:0.9.33-4
rav1e 0.3.4-1
re2 1:20201001-1
readline 8.0.004-1
recode 3.7.8-1
redland 1:1.0.17-8
reiserfsprogs 3.6.27-3
rest 0.8.1-3
ripgrep 12.1.1-1
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
run-parts 4.8.6.1-2
s-nail 14.9.19-2
sane 1.0.31-3
sbc 1.4-2
screen 4.8.0-2
scrot 1.4-1
sdl 1.2.15-14
sdl2 2.0.12-3
sed 4.8-1
semver 7.3.2-1
serd 0.30.6-1
shadow 4.8.1-4
shared-mime-info 2.0+1+g6bf9e4f-2
shotwell 2:0.30.11-1
signon-kwallet-extension 20.08.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
